datetime,count
2011-01-20 00:00:00,7.6477880088766925
2011-01-20 01:00:00,4.41064097144179
2011-01-20 02:00:00,2.6059440184814133
2011-01-20 03:00:00,1.6431904398672557
2011-01-20 04:00:00,1.5453994206207957
2011-01-20 05:00:00,6.549586847969273
2011-01-20 06:00:00,27.10230750369942
2011-01-20 07:00:00,65.52909656024359
2011-01-20 08:00:00,141.51523550167846
2011-01-20 09:00:00,82.81005125368503
2011-01-20 10:00:00,52.319839568860914
2011-01-20 11:00:00,53.62583952535557
2011-01-20 12:00:00,64.14661340589521
2011-01-20 13:00:00,61.96389200564129
2011-01-20 14:00:00,64.38264571560653
2011-01-20 15:00:00,66.40927805113667
2011-01-20 16:00:00,82.63412042522233
2011-01-20 17:00:00,141.3078598667149
2011-01-20 18:00:00,126.2559645230115
2011-01-20 19:00:00,94.87915706094789
2011-01-20 20:00:00,61.49980815026505
2011-01-20 21:00:00,45.08823335880451
2011-01-20 22:00:00,32.77685907508372
2011-01-20 23:00:00,24.03216834685561
2011-01-21 00:00:00,11.372011294386304
2011-01-21 01:00:00,6.8652888995724615
2011-01-21 02:00:00,3.956569655877848
2011-01-21 03:00:00,1.316249540058502
2011-01-21 04:00:00,1.8847856238027658
2011-01-21 05:00:00,6.31405004168452
2011-01-21 06:00:00,27.646594377120735
2011-01-21 07:00:00,67.29597351302368
2011-01-21 08:00:00,152.35050122449036
2011-01-21 09:00:00,84.66519703611466
2011-01-21 10:00:00,54.29785512046598
2011-01-21 11:00:00,56.045826042178085
2011-01-21 12:00:00,63.259299752528804
2011-01-21 13:00:00,63.259299752528804
2011-01-21 14:00:00,64.28070316735092
2011-01-21 15:00:00,62.64175321531027
2011-01-21 16:00:00,85.53270590103014
2011-01-21 17:00:00,131.92381758516063
2011-01-21 18:00:00,125.64557387622999
2011-01-21 19:00:00,86.17974989595666
2011-01-21 20:00:00,49.971566322567924
2011-01-21 21:00:00,33.85761782904834
2011-01-21 22:00:00,24.39606591117834
2011-01-21 23:00:00,22.782109949852934
2011-01-22 00:00:00,17.301081362478886
2011-01-22 01:00:00,11.94446973070974
2011-01-22 02:00:00,7.96254564712668
2011-01-22 03:00:00,3.8889445966317675
2011-01-22 04:00:00,1.161614534651466
2011-01-22 06:00:00,2.708425788867961
2011-01-22 07:00:00,10.621645976464064
2011-01-22 08:00:00,25.278493990049064
2011-01-22 09:00:00,32.93834003092635
2011-01-22 10:00:00,59.13547859823752
2011-01-22 11:00:00,50.99477078402075
2011-01-22 12:00:00,65.54117193381512
2011-01-22 13:00:00,64.42837104664916
2011-01-22 14:00:00,65.36650978198182
2011-01-22 15:00:00,74.88508131130536
2011-01-22 16:00:00,74.10400535274256
2011-01-22 17:00:00,78.15627757291335
2011-01-22 18:00:00,50.03202601894
2011-01-22 19:00:00,44.22186276052144
2011-01-22 20:00:00,31.482808662683688
2011-01-22 21:00:00,26.367230860284128
2011-01-22 22:00:00,21.544340739099734
2011-01-22 23:00:00,18.50564087462336
2011-01-23 00:00:00,21.6822428080853
2011-01-23 01:00:00,16.201753893003065
2011-01-23 02:00:00,12.656452530370007
2011-01-23 03:00:00,5.616261371941574
2011-01-23 05:00:00,1.344195637110885
2011-01-23 06:00:00,2.5796834242475843
2011-01-23 07:00:00,8.950207950285964
2011-01-23 08:00:00,20.874174905800647
2011-01-23 09:00:00,28.307845286373812
2011-01-23 10:00:00,49.754652222790746
2011-01-23 11:00:00,58.281232698295454
2011-01-23 12:00:00,65.20330533182974
2011-01-23 13:00:00,67.5343948846371
2011-01-23 14:00:00,69.4973784365517
2011-01-23 15:00:00,69.4973784365517
2011-01-23 16:00:00,71.36591258173785
2011-01-23 17:00:00,65.40543239401173
2011-01-23 18:00:00,58.596453592390255
2011-01-23 19:00:00,41.9052374488917
2011-01-23 20:00:00,26.815487014961526
2011-01-23 21:00:00,19.219653435476392
2011-01-23 22:00:00,13.957248638751246
2011-01-23 23:00:00,9.295742810720947
2011-01-24 00:00:00,5.309445481719894
2011-01-24 01:00:00,2.769505617922204
2011-01-24 03:00:00,0.6297961943524912
2011-01-24 04:00:00,1.0474878083403982
2011-01-24 05:00:00,5.910923747479419
2011-01-24 06:00:00,25.481354741314377
2011-01-24 07:00:00,64.29435212511976
2011-01-24 08:00:00,144.67081697126392
2011-01-24 09:00:00,73.08196145258144
2011-01-24 10:00:00,43.46165117435638
2011-01-24 11:00:00,43.534965341938666
2011-01-24 12:00:00,56.07623419420397
2011-01-24 13:00:00,55.26445682609633
2011-01-24 14:00:00,55.20639649036651
2011-01-24 15:00:00,59.95327410916754
2011-01-24 16:00:00,76.9414607327206
2011-01-24 17:00:00,130.70413671798673
2011-01-24 18:00:00,132.43360054946754
2011-01-24 19:00:00,95.73344845304847
2011-01-24 20:00:00,64.89236289019884
2011-01-24 21:00:00,47.551962832187996
2011-01-24 22:00:00,31.431229207314573
2011-01-24 23:00:00,18.010326848570188
2011-01-25 00:00:00,6.634132862543239
2011-01-25 01:00:00,3.893167432770727
2011-01-25 02:00:00,1.937114316398859
2011-01-25 04:00:00,1.3842112232420627
2011-01-25 05:00:00,6.059372786013044
2011-01-25 06:00:00,28.03082153387801
2011-01-25 07:00:00,65.41997966643041
2011-01-25 08:00:00,148.45056572872946
2011-01-25 09:00:00,83.98225190219596
2011-01-25 10:00:00,48.10775750057156
2011-01-25 11:00:00,49.94624457419452
2011-01-25 12:00:00,55.45955006605347
