datetime,count
2011-01-20 00:00:00,9.177774657533801
2011-01-20 01:00:00,4.748221824607076
2011-01-20 02:00:00,2.3788859378444336
2011-01-20 03:00:00,2.0108328366213524
2011-01-20 04:00:00,1.9206232187403176
2011-01-20 05:00:00,4.238846068647012
2011-01-20 06:00:00,32.10340219719278
2011-01-20 07:00:00,82.23997865436688
2011-01-20 08:00:00,185.08216207178214
2011-01-20 09:00:00,114.86793065706348
2011-01-20 10:00:00,57.05113806703403
2011-01-20 11:00:00,59.61033251242057
2011-01-20 12:00:00,71.24107510204492
2011-01-20 13:00:00,69.90858490566588
2011-01-20 14:00:00,72.2378200017023
2011-01-20 15:00:00,72.70209299683799
2011-01-20 16:00:00,91.81001103152481
2011-01-20 17:00:00,166.51304737840584
2011-01-20 18:00:00,159.9859907937143
2011-01-20 19:00:00,99.72177552914081
2011-01-20 20:00:00,70.13268411208476
2011-01-20 21:00:00,52.970881091242916
2011-01-20 22:00:00,34.32104259001883
2011-01-20 23:00:00,21.195339224583034
2011-01-21 00:00:00,12.687022195023292
2011-01-21 01:00:00,5.731825680804535
2011-01-21 02:00:00,2.6973710837695752
2011-01-21 03:00:00,1.4712918393279355
2011-01-21 04:00:00,2.103687353299041
2011-01-21 05:00:00,2.8365284751329565
2011-01-21 06:00:00,29.180232371004035
2011-01-21 07:00:00,72.52624794890832
2011-01-21 08:00:00,168.57849489119926
2011-01-21 09:00:00,109.23443780039675
2011-01-21 10:00:00,49.86114581423271
2011-01-21 11:00:00,55.215672302086375
2011-01-21 12:00:00,66.20331197629449
2011-01-21 13:00:00,62.260696595373474
2011-01-21 14:00:00,63.03648661027419
2011-01-21 15:00:00,57.795310360014085
2011-01-21 16:00:00,71.80812495002104
2011-01-21 17:00:00,128.4171618503628
2011-01-21 18:00:00,119.06142279303815
2011-01-21 19:00:00,86.97591678116089
2011-01-21 20:00:00,57.42488193718231
2011-01-21 21:00:00,44.727355168392855
2011-01-21 22:00:00,29.5521005577654
2011-01-21 23:00:00,20.5847228089174
2011-01-22 00:00:00,25.420326393335397
2011-01-22 01:00:00,18.83854098588142
2011-01-22 02:00:00,12.268208320721246
2011-01-22 03:00:00,5.991258284929231
